"dist","ID.1","ID.2","long.1","long.2","lat.1","lat.2","habitat.1","habitat.2","taxa.1","taxa.2","organisms.1","organisms.2","no_species.1","no_species.2","start_year.1","start_year.2","end_year.1","end_year.2","overlap.years","taxa.pairs"
0,120,122,-169.454,-169.454,10.778,10.778,"oceanic waters","pacific corals","Marine plants","Marine invertebrates","tropical algae","corals",260,209,2002,2007,2008,2010,1,"Marine plants-Marine invertebrates"
0,408,409,-71.558923,-71.558923,-31.415949,-31.415949,"Tidal flats","Tidal flats","Marine invertebrates","Fish","turf algae","fish",18,20,2012,2012,2013,2013,1,"Marine invertebrates-Fish"
0.965937794333679,458,459,13.31245,13.32112,49.07963,49.07306,"European forest","European forest","Terrestrial invertebrates","Birds","beetles","Birds",150,44,2008,2010,2011,2014,1,"Terrestrial invertebrates-Birds"
0.945410946889951,459,460,13.32112,13.31226,49.07306,49.07927,"European forest","European forest","Birds","Fungi","Birds","fungi",44,85,2010,2007,2014,2011,1,"Birds-Fungi"
0.896160200893103,459,461,13.32112,13.31312,49.07306,49.07918,"European forest","European forest","Birds","Fungi","Birds","lichens",44,20,2010,2007,2014,2011,1,"Birds-Fungi"
0.685077795998807,459,462,13.32112,13.31383,49.07306,49.07695,"European forest","European forest","Birds","Fungi","Birds","lichens",44,4,2010,2007,2014,2011,1,"Birds-Fungi"
0.708110334446145,459,463,13.32112,13.31423,49.07306,49.07755,"European forest","European forest","Birds","Terrestrial plants","Birds","moss",44,33,2010,2007,2014,2011,1,"Birds-Terrestrial plants"
0.396663803671986,459,464,13.32112,13.31771,49.07306,49.07584,"European forest","European forest","Birds","Terrestrial plants","Birds","moss",44,33,2010,2007,2014,2011,1,"Birds-Terrestrial plants"
3.14020126296364,459,541,13.32112,13.31019,49.07306,49.10037,"European forest","European forest","Birds","Terrestrial invertebrates","Birds","beetles",44,145,2010,2008,2014,2011,1,"Birds-Terrestrial invertebrates"
2.13690341692389,458,542,13.31245,13.30347,49.07963,49.09792,"European forest","European forest","Terrestrial invertebrates","Birds","beetles","Birds",150,42,2008,2010,2011,2014,1,"Terrestrial invertebrates-Birds"
2.170936115008,460,542,13.31226,13.30347,49.07927,49.09792,"European forest","European forest","Fungi","Birds","fungi","Birds",85,42,2007,2010,2011,2014,1,"Fungi-Birds"
2.19971296492875,461,542,13.31312,13.30347,49.07918,49.09792,"European forest","European forest","Fungi","Birds","lichens","Birds",20,42,2007,2010,2011,2014,1,"Fungi-Birds"
2.45146118677663,462,542,13.31383,13.30347,49.07695,49.09792,"European forest","European forest","Fungi","Birds","lichens","Birds",4,42,2007,2010,2011,2014,1,"Fungi-Birds"
2.3974200252316,463,542,13.31423,13.30347,49.07755,49.09792,"European forest","European forest","Terrestrial plants","Birds","moss","Birds",33,42,2007,2010,2011,2014,1,"Terrestrial plants-Birds"
2.66595365889231,464,542,13.31771,13.30347,49.07584,49.09792,"European forest","European forest","Terrestrial plants","Birds","moss","Birds",33,42,2007,2010,2011,2014,1,"Terrestrial plants-Birds"
0.56014256281166,541,542,13.31019,13.30347,49.10037,49.09792,"European forest","European forest","Terrestrial invertebrates","Birds","beetles","Birds",145,42,2008,2010,2011,2014,1,"Terrestrial invertebrates-Birds"
3.12288716039371,459,543,13.32112,13.31043,49.07306,49.10025,"European forest","European forest","Birds","Fungi","Birds","fungi",44,74,2010,2007,2014,2011,1,"Birds-Fungi"
0.569277472522422,542,543,13.30347,13.31043,49.09792,49.10025,"European forest","European forest","Birds","Fungi","Birds","fungi",42,74,2010,2007,2014,2011,1,"Birds-Fungi"
3.14745583281236,459,544,13.32112,13.30986,49.07306,49.10038,"European forest","European forest","Birds","Fungi","Birds","lichens",44,25,2010,2007,2014,2011,1,"Birds-Fungi"
0.539835359775493,542,544,13.30347,13.30986,49.09792,49.10038,"European forest","European forest","Birds","Fungi","Birds","lichens",42,25,2010,2007,2014,2011,1,"Birds-Fungi"
3.13853203250245,459,545,13.32112,13.30543,49.07306,49.09934,"European forest","European forest","Birds","Fungi","Birds","lichens",44,7,2010,2007,2014,2011,1,"Birds-Fungi"
0.212885209667357,542,545,13.30347,13.30543,49.09792,49.09934,"European forest","European forest","Birds","Fungi","Birds","lichens",42,7,2010,2007,2014,2011,1,"Birds-Fungi"
3.13595834639894,459,546,13.32112,13.31091,49.07306,49.10045,"European forest","European forest","Birds","Terrestrial plants","Birds","moss",44,23,2010,2007,2014,2011,1,"Birds-Terrestrial plants"
0.610539892232198,542,546,13.30347,13.31091,49.09792,49.10045,"European forest","European forest","Birds","Terrestrial plants","Birds","moss",42,23,2010,2007,2014,2011,1,"Birds-Terrestrial plants"
3.13749011464427,459,547,13.32112,13.30727,49.07306,49.09977,"European forest","European forest","Birds","Terrestrial plants","Birds","moss",44,32,2010,2007,2014,2011,1,"Birds-Terrestrial plants"
0.344855491509478,542,547,13.30347,13.30727,49.09792,49.09977,"European forest","European forest","Birds","Terrestrial plants","Birds","moss",42,32,2010,2007,2014,2011,1,"Birds-Terrestrial plants"
0,239,366,-106.88,-106.88,34.35,34.35,"Desert/ Grassland","Mixed","Terrestrial plants","Mammals","Woodland vegetation","rodents",123,24,1999,1989,2001,2013,2,"Terrestrial plants-Mammals"
1.52827596291855,459,465,13.32112,13.30759,49.07306,49.08356,"European forest","European forest","Birds","Terrestrial plants","Birds","plants",44,45,2010,2007,2014,2012,2,"Birds-Terrestrial plants"
4.07709777547489,60,515,-79.8465,-79.872578,9.1521,9.178193,"Tropical forest","Isthmian-Atlantic Moist Forests","Terrestrial plants","Mammals","tropical woody plants","bats",325,43,1982,2003,2015,2005,2,"Terrestrial plants-Mammals"
1.6251567589993,465,542,13.30759,13.30347,49.08356,49.09792,"European forest","European forest","Terrestrial plants","Birds","plants","Birds",45,42,2007,2010,2012,2014,2,"Terrestrial plants-Birds"
3.17270218553092,459,548,13.32112,13.30901,49.07306,49.10046,"European forest","European forest","Birds","Terrestrial plants","Birds","plants",44,35,2010,2007,2014,2012,2,"Birds-Terrestrial plants"
0.492533822140465,542,548,13.30347,13.30901,49.09792,49.10046,"European forest","European forest","Birds","Terrestrial plants","Birds","plants",42,35,2010,2007,2014,2012,2,"Birds-Terrestrial plants"
0,121,122,-169.454,-169.454,10.778,10.778,"Reef","pacific corals","Fish","Marine invertebrates","reef fish","corals",148,209,2000,2007,2010,2010,3,"Fish-Marine invertebrates"
0,227,228,-74.133736,-74.133736,39.787579,39.787579,"Estuarine and coastal waters","Estuarine and coastal waters","Fish","Benthos","Demersal Fish","Benthos",107,762,1990,1990,1993,1993,3,"Fish-Benthos"
0.0423666186604086,458,460,13.31245,13.31226,49.07963,49.07927,"European forest","European forest","Terrestrial invertebrates","Fungi","beetles","fungi",150,85,2008,2007,2011,2011,3,"Terrestrial invertebrates-Fungi"
0.0699132009765362,458,461,13.31245,13.31312,49.07963,49.07918,"European forest","European forest","Terrestrial invertebrates","Fungi","beetles","lichens",150,20,2008,2007,2011,2011,3,"Terrestrial invertebrates-Fungi"
0.314585727110915,458,462,13.31245,13.31383,49.07963,49.07695,"European forest","European forest","Terrestrial invertebrates","Fungi","beetles","lichens",150,4,2008,2007,2011,2011,3,"Terrestrial invertebrates-Fungi"
0.265218633551652,458,463,13.31245,13.31423,49.07963,49.07755,"European forest","European forest","Terrestrial invertebrates","Terrestrial plants","beetles","moss",150,33,2008,2007,2011,2011,3,"Terrestrial invertebrates-Terrestrial plants"
0.569707196334481,458,464,13.31245,13.31771,49.07963,49.07584,"European forest","European forest","Terrestrial invertebrates","Terrestrial plants","beetles","moss",150,33,2008,2007,2011,2011,3,"Terrestrial invertebrates-Terrestrial plants"
0.562521372838516,458,465,13.31245,13.30759,49.07963,49.08356,"European forest","European forest","Terrestrial invertebrates","Terrestrial plants","beetles","plants",150,45,2008,2007,2011,2012,3,"Terrestrial invertebrates-Terrestrial plants"
2.35171348578359,460,541,13.31226,13.31019,49.07927,49.10037,"European forest","European forest","Fungi","Terrestrial invertebrates","fungi","beetles",85,145,2007,2008,2011,2011,3,"Fungi-Terrestrial invertebrates"
2.36652841069914,461,541,13.31312,13.31019,49.07918,49.10037,"European forest","European forest","Fungi","Terrestrial invertebrates","lichens","beetles",20,145,2007,2008,2011,2011,3,"Fungi-Terrestrial invertebrates"
2.61837899315638,462,541,13.31383,13.31019,49.07695,49.10037,"European forest","European forest","Fungi","Terrestrial invertebrates","lichens","beetles",4,145,2007,2008,2011,2011,3,"Fungi-Terrestrial invertebrates"
2.55518646592876,463,541,13.31423,13.31019,49.07755,49.10037,"European forest","European forest","Terrestrial plants","Terrestrial invertebrates","moss","beetles",33,145,2007,2008,2011,2011,3,"Terrestrial plants-Terrestrial invertebrates"
2.78282538893757,464,541,13.31771,13.31019,49.07584,49.10037,"European forest","European forest","Terrestrial plants","Terrestrial invertebrates","moss","beetles",33,145,2007,2008,2011,2011,3,"Terrestrial plants-Terrestrial invertebrates"
1.87928010772632,465,541,13.30759,13.31019,49.08356,49.10037,"European forest","European forest","Terrestrial plants","Terrestrial invertebrates","plants","beetles",45,145,2007,2008,2012,2011,3,"Terrestrial plants-Terrestrial invertebrates"
2.29820118784107,458,543,13.31245,13.31043,49.07963,49.10025,"European forest","European forest","Terrestrial invertebrates","Fungi","beetles","fungi",150,74,2008,2007,2011,2011,3,"Terrestrial invertebrates-Fungi"
0.0219913219371129,541,543,13.31019,13.31043,49.10037,49.10025,"European forest","European forest","Terrestrial invertebrates","Fungi","beetles","fungi",145,74,2008,2007,2011,2011,3,"Terrestrial invertebrates-Fungi"
2.31564332807514,458,544,13.31245,13.30986,49.07963,49.10038,"European forest","European forest","Terrestrial invertebrates","Fungi","beetles","lichens",150,25,2008,2007,2011,2011,3,"Terrestrial invertebrates-Fungi"
0.0240575965886178,541,544,13.31019,13.30986,49.10037,49.10038,"European forest","European forest","Terrestrial invertebrates","Fungi","beetles","lichens",145,25,2008,2007,2011,2011,3,"Terrestrial invertebrates-Fungi"
2.25111393612131,458,545,13.31245,13.30543,49.07963,49.09934,"European forest","European forest","Terrestrial invertebrates","Fungi","beetles","lichens",150,7,2008,2007,2011,2011,3,"Terrestrial invertebrates-Fungi"
0.365085706741748,541,545,13.31019,13.30543,49.10037,49.09934,"European forest","European forest","Terrestrial invertebrates","Fungi","beetles","lichens",145,7,2008,2007,2011,2011,3,"Terrestrial invertebrates-Fungi"
2.3184468501688,458,546,13.31245,13.31091,49.07963,49.10045,"European forest","European forest","Terrestrial invertebrates","Terrestrial plants","beetles","moss",150,23,2008,2007,2011,2011,3,"Terrestrial invertebrates-Terrestrial plants"
0.0531827982439746,541,546,13.31019,13.31091,49.10037,49.10045,"European forest","European forest","Terrestrial invertebrates","Terrestrial plants","beetles","moss",145,23,2008,2007,2011,2011,3,"Terrestrial invertebrates-Terrestrial plants"
2.2716513730088,458,547,13.31245,13.30727,49.07963,49.09977,"European forest","European forest","Terrestrial invertebrates","Terrestrial plants","beetles","moss",150,32,2008,2007,2011,2011,3,"Terrestrial invertebrates-Terrestrial plants"
0.222873039062151,541,547,13.31019,13.30727,49.10037,49.09977,"European forest","European forest","Terrestrial invertebrates","Terrestrial plants","beetles","moss",145,32,2008,2007,2011,2011,3,"Terrestrial invertebrates-Terrestrial plants"
2.33035389473597,458,548,13.31245,13.30901,49.07963,49.10046,"European forest","European forest","Terrestrial invertebrates","Terrestrial plants","beetles","plants",150,35,2008,2007,2011,2012,3,"Terrestrial invertebrates-Terrestrial plants"
0.0865131728230207,541,548,13.31019,13.30901,49.10037,49.10046,"European forest","European forest","Terrestrial invertebrates","Terrestrial plants","beetles","plants",145,35,2008,2007,2011,2012,3,"Terrestrial invertebrates-Terrestrial plants"
0.239163280796966,460,463,13.31226,13.31423,49.07927,49.07755,"European forest","European forest","Fungi","Terrestrial plants","fungi","moss",85,33,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.198517735826842,461,463,13.31312,13.31423,49.07918,49.07755,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",20,33,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.0728216018357618,462,463,13.31383,13.31423,49.07695,49.07755,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",4,33,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.550648282717972,460,464,13.31226,13.31771,49.07927,49.07584,"European forest","European forest","Fungi","Terrestrial plants","fungi","moss",85,33,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.499842841273094,461,464,13.31312,13.31771,49.07918,49.07584,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",20,33,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.308476942164328,462,464,13.31383,13.31771,49.07695,49.07584,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",4,33,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.586029249508719,460,465,13.31226,13.30759,49.07927,49.08356,"European forest","European forest","Fungi","Terrestrial plants","fungi","plants",85,45,2007,2007,2011,2012,4,"Fungi-Terrestrial plants"
0.632170945269609,461,465,13.31312,13.30759,49.07918,49.08356,"European forest","European forest","Fungi","Terrestrial plants","lichens","plants",20,45,2007,2007,2011,2012,4,"Fungi-Terrestrial plants"
0.864403501856404,462,465,13.31383,13.30759,49.07695,49.08356,"European forest","European forest","Fungi","Terrestrial plants","lichens","plants",4,45,2007,2007,2011,2012,4,"Fungi-Terrestrial plants"
2.72411881517551,236,535,-96.5586,-96.59015,39.0931,39.0936,"Pool / riffle in tallgrass prairie","Tallgrass prairie","Fish","Terrestrial invertebrates","Fish","Acrididae (grasshoppers)",19,46,1995,2002,2006,2018,4,"Fish-Terrestrial invertebrates"
4.32461804600626,236,537,-96.5586,-96.6059,39.0931,39.0803,"Pool / riffle in tallgrass prairie","Tallgrass prairie","Fish","Terrestrial invertebrates","Fish","Acrididae (grasshoppers)",19,45,1995,2002,2006,2018,4,"Fish-Terrestrial invertebrates"
3.46591994342208,236,539,-96.5586,-96.59865,39.0931,39.0953,"Pool / riffle in tallgrass prairie","Tallgrass prairie","Fish","Terrestrial invertebrates","Fish","Acrididae (grasshoppers)",19,43,1995,2002,2006,2018,4,"Fish-Terrestrial invertebrates"
2.53996413687103,463,543,13.31423,13.31043,49.07755,49.10025,"European forest","European forest","Terrestrial plants","Fungi","moss","fungi",33,74,2007,2007,2011,2011,4,"Terrestrial plants-Fungi"
2.76633639042949,464,543,13.31771,13.31043,49.07584,49.10025,"European forest","European forest","Terrestrial plants","Fungi","moss","fungi",33,74,2007,2007,2011,2011,4,"Terrestrial plants-Fungi"
1.8678564155281,465,543,13.30759,13.31043,49.08356,49.10025,"European forest","European forest","Terrestrial plants","Fungi","plants","fungi",45,74,2007,2007,2012,2011,4,"Terrestrial plants-Fungi"
2.55916986634154,463,544,13.31423,13.30986,49.07755,49.10038,"European forest","European forest","Terrestrial plants","Fungi","moss","lichens",33,25,2007,2007,2011,2011,4,"Terrestrial plants-Fungi"
2.78874522074589,464,544,13.31771,13.30986,49.07584,49.10038,"European forest","European forest","Terrestrial plants","Fungi","moss","lichens",33,25,2007,2007,2011,2011,4,"Terrestrial plants-Fungi"
1.87811829761904,465,544,13.30759,13.30986,49.08356,49.10038,"European forest","European forest","Terrestrial plants","Fungi","plants","lichens",45,25,2007,2007,2012,2011,4,"Terrestrial plants-Fungi"
2.50695546796478,463,545,13.31423,13.30543,49.07755,49.09934,"European forest","European forest","Terrestrial plants","Fungi","moss","lichens",33,7,2007,2007,2011,2011,4,"Terrestrial plants-Fungi"
2.76264160409415,464,545,13.31771,13.30543,49.07584,49.09934,"European forest","European forest","Terrestrial plants","Fungi","moss","lichens",33,7,2007,2007,2011,2011,4,"Terrestrial plants-Fungi"
1.7621882495797,465,545,13.30759,13.30543,49.08356,49.09934,"European forest","European forest","Terrestrial plants","Fungi","plants","lichens",45,7,2007,2007,2012,2011,4,"Terrestrial plants-Fungi"
2.35782453243453,460,546,13.31226,13.31091,49.07927,49.10045,"European forest","European forest","Fungi","Terrestrial plants","fungi","moss",85,23,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
2.37125380201112,461,546,13.31312,13.31091,49.07918,49.10045,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",20,23,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
2.6224578020552,462,546,13.31383,13.31091,49.07695,49.10045,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",4,23,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.0414335162663682,543,546,13.31043,13.31091,49.10025,49.10045,"European forest","European forest","Fungi","Terrestrial plants","fungi","moss",74,23,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.0768603465825727,544,546,13.30986,13.31091,49.10038,49.10045,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",25,23,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.417739595438221,545,546,13.30543,13.31091,49.09934,49.10045,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",7,23,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
2.30892742510896,460,547,13.31226,13.30727,49.07927,49.09977,"European forest","European forest","Fungi","Terrestrial plants","fungi","moss",85,32,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
2.32945437554294,461,547,13.31312,13.30727,49.07918,49.09977,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",20,32,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
2.58277189416926,462,547,13.31383,13.30727,49.07695,49.09977,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",4,32,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.236236936624367,543,547,13.31043,13.30727,49.10025,49.09977,"European forest","European forest","Fungi","Terrestrial plants","fungi","moss",74,32,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.200446860290396,544,547,13.30986,13.30727,49.10038,49.09977,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",25,32,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
0.142277695789796,545,547,13.30543,13.30727,49.09934,49.09977,"European forest","European forest","Fungi","Terrestrial plants","lichens","moss",7,32,2007,2007,2011,2011,4,"Fungi-Terrestrial plants"
2.36874414562563,460,548,13.31226,13.30901,49.07927,49.10046,"European forest","European forest","Fungi","Terrestrial plants","fungi","plants",85,35,2007,2007,2011,2012,4,"Fungi-Terrestrial plants"
2.38575309772021,461,548,13.31312,13.30901,49.07918,49.10046,"European forest","European forest","Fungi","Terrestrial plants","lichens","plants",20,35,2007,2007,2011,2012,4,"Fungi-Terrestrial plants"
2.63839493957454,462,548,13.31383,13.30901,49.07695,49.10046,"European forest","European forest","Fungi","Terrestrial plants","lichens","plants",4,35,2007,2007,2011,2012,4,"Fungi-Terrestrial plants"
0.106015015942313,543,548,13.31043,13.30901,49.10025,49.10046,"European forest","European forest","Fungi","Terrestrial plants","fungi","plants",74,35,2007,2007,2011,2012,4,"Fungi-Terrestrial plants"
0.0625364950597182,544,548,13.30986,13.30901,49.10038,49.10046,"European forest","European forest","Fungi","Terrestrial plants","lichens","plants",25,35,2007,2007,2011,2012,4,"Fungi-Terrestrial plants"
0.288945035953621,545,548,13.30543,13.30901,49.09934,49.10046,"European forest","European forest","Fungi","Terrestrial plants","lichens","plants",7,35,2007,2007,2011,2012,4,"Fungi-Terrestrial plants"
0,120,121,-169.454,-169.454,10.778,10.778,"oceanic waters","Reef","Marine plants","Fish","tropical algae","reef fish",260,148,2002,2000,2008,2010,6,"Marine plants-Fish"
